"DATA","MAQUINA","INICIO","FIM","COD_MOTIVO","DESC","GRUPO","OBS"
"2025-11-12","Perfil ""U"" Marafon","09:44","09:50","RE007","Regulagem-Problema de Processo","RET",""
"2025-11-12","Perfil ""U"" Marafon","09:50","10:15","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" Marafon","10:15","10:45","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-12","Perfil ""U"" Marafon","10:45","10:50","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-12","Perfil ""U"" Marafon","10:50","11:00","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" Marafon","11:00","12:00","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2025-11-12","Perfil ""U"" Marafon","12:00","12:28","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" Marafon","12:28","12:50","TU004","Retirada de Material","TU",""
"2025-11-12","Perfil ""U"" Marafon","12:50","12:54","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" Marafon","12:54","13:25","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-12","Perfil ""U"" Marafon","13:25","13:30","RE007","Regulagem-Problema de Processo","RET",""
"2025-11-12","Perfil ""U"" Marafon","13:30","14:03","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" Marafon","14:03","14:37","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-12","Perfil ""U"" Marafon","14:37","14:52","RE007","Regulagem-Problema de Processo","RET",""
"2025-11-12","Perfil ""U"" Marafon","14:52","15:15","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" Marafon","15:15","15:30","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2025-11-12","Perfil ""U"" Marafon","15:30","15:47","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" Marafon","15:47","16:02","IN024","Aguardando equipamento compartilhado","IND",""
"2025-11-12","Perfil ""U"" Marafon","16:02","16:16","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-12","Perfil ""U"" Marafon","16:16","16:35","RE007","Regulagem-Problema de Processo","RET",""
"2025-11-12","Perfil ""U"" Marafon","16:35","16:50","TU004","Retirada de Material","TU",""
"2025-11-12","Perfil ""U"" Marafon","16:50","17:00","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" Marafon","17:00","17:10","IN024","Aguardando equipamento compartilhado","IND",""
"2025-11-12","Perfil ""U"" Marafon","17:10","17:30","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-13","Perfil ""U"" Marafon","06:20","06:30","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-13","Perfil ""U"" Marafon","06:30","06:48","RE007","Regulagem-Problema de Processo","RET",""
"2025-11-13","Perfil ""U"" Marafon","06:48","07:00","TU001","Produção","TU",""
"2025-11-13","Perfil ""U"" Marafon","07:00","07:15","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2025-11-13","Perfil ""U"" Marafon","07:15","08:01","TU001","Produção","TU",""
"2025-11-13","Perfil ""U"" Marafon","08:01","08:21","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-13","Perfil ""U"" Marafon","08:21","09:00","RE007","Regulagem-Problema de Processo","RET",""
"2025-11-13","Perfil ""U"" Marafon","09:00","09:50","TU001","Produção","TU",""
"2025-11-13","Perfil ""U"" Marafon","09:50","10:00","TU004","Retirada de Material","TU",""
"2025-11-13","Perfil ""U"" Marafon","10:10","10:22","IN024","Aguardando equipamento compartilhado","IND",""
"2025-11-13","Perfil ""U"" Marafon","10:22","11:00","TU004","Retirada de Material","TU",""
"2025-11-13","Perfil ""U"" Marafon","11:00","12:00","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2025-11-13","Perfil ""U"" Marafon","12:00","17:23","IN014","Falta de matéria prima","IND",""
"2025-11-17","Conformadora de Telhas","14:37","15:00","TU001","Produção","TU",""
"2026-02-18","Conformadora de Telhas","14:30","15:00","TU001","Produção","TU",""
"2026-02-02","Prensa Debrum 03","15:35","16:25","TU001","Produção","TU",""
"2026-02-02","Prensa Debrum 03","16:25","16:30","TU004","Retirada de Material","TU",""
"2026-02-02","Prensa Debrum 03","16:30","16:48","TU001","Produção","TU",""
"2026-02-02","Rodadeira 02","07:00","10:45","TU001","Produção","TU",""
"2026-01-28","Prensa Estampa 09","05:00","06:40","TU001","Produção","TU",""
"2026-01-28","Prensa Estampa 09","06:40","07:00","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-01-28","Prensa Estampa 09","07:00","07:05","TU001","Produção","TU",""
"2026-01-28","Prensa Estampa 09","07:05","07:20","IN017","Espera por empilhadeira","IND",""
"2026-01-28","Prensa Estampa 09","07:20","16:48","TU001","Produção","TU",""
"2026-01-30","Prensa Estampa 04","05:00","06:40","TU001","Produção","TU",""
"2026-01-30","Prensa Estampa 04","06:40","07:00","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-01-30","Prensa Estampa 04","07:00","07:25","TU001","Produção","TU",""
"2026-01-30","Prensa Estampa 04","07:25","10:30","TU001","Produção","TU",""
"2026-01-30","Prensa Estampa 04","10:30","11:30","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-01-30","Prensa Estampa 04","11:30","12:05","IN033","Revezamento","IND",""
"2026-01-30","Prensa Estampa 04","12:05","16:48","TU001","Produção","TU",""
"2026-01-29","Prensa Estampa 09","05:00","06:40","TU001","Produção","TU",""
"2026-02-03","Rodadeira 02","11:30","12:30","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-01-16","Prensa Estampa 09","11:03","11:30","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-01-29","Prensa Estampa 09","07:00","16:48","TU001","Produção","TU",""
"2026-02-02","Prensa Estampa 04","05:00","06:40","IN033","Revezamento","IND",""
"2026-02-02","Prensa Estampa 04","06:40","07:00","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-02","Prensa Estampa 04","07:00","12:35","IN033","Revezamento","IND",""
"2026-02-02","Prensa Estampa 04","12:35","16:48","TU001","Produção","TU",""
"2026-01-03","Rodadeira 03","07:00","11:30","TU001","Produção","TU",""
"2026-01-03","Rodadeira 03","11:30","12:30","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-01-03","Rodadeira 03","12:30","16:48","TU001","Produção","TU",""
"2026-02-03","Rodadeira 02","12:30","16:48","TU001","Produção","TU",""
"2026-02-03","Prensa Debrum 03","07:00","08:00","TU001","Produção","TU",""
"2026-02-03","Prensa Debrum 03","08:00","08:05","TU001","Produção","TU",""
"2026-02-03","Prensa Debrum 03","08:05","09:05","TU001","Produção","TU",""
"2026-02-03","Prensa Debrum 03","09:05","09:10","TU004","Retirada de Material","TU",""
"2026-02-03","Prensa Debrum 03","09:10","10:30","TU001","Produção","TU",""
"2026-02-03","Prensa Debrum 03","10:30","11:30","IN033","Revezamento","IND",""
"2026-02-03","Prensa Debrum 03","11:30","12:30","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-03","Prensa Debrum 03","12:30","13:25","TU001","Produção","TU",""
"2026-02-03","Prensa Debrum 03","13:25","13:30","TU004","Retirada de Material","TU",""
"2025-11-13","Perfil ""U"" BR200 Regiane","12:45","13:10","TU001","Produção","TU",""
"2025-11-13","Perfil ""U"" BR200 Regiane","13:10","13:30","TU004","Retirada de Material","TU",""
"2025-11-13","Perfil ""U"" BR200 Regiane","13:30","13:50","TU004","Retirada de Material","TU",""
"2025-11-13","Perfil ""U"" BR200 Regiane","13:50","14:00","IN032","Manutenção Autônoma","IND",""
"2025-11-13","Perfil ""U"" BR200 Regiane","14:00","14:34","TU001","Produção","TU",""
"2025-11-13","Perfil ""U"" BR200 Regiane","14:35","15:15","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-13","Perfil ""U"" BR200 Regiane","15:15","15:30","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2025-11-13","Perfil ""U"" BR200 Regiane","15:40","16:40","TU001","Produção","TU",""
"2025-11-13","Perfil ""U"" BR200 Regiane","16:40","17:33","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-12","Perfil ""U"" BR200 Regiane","06:30","07:00","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" BR200 Regiane","07:00","07:15","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2025-11-12","Perfil ""U"" BR200 Regiane","07:15","07:55","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" BR200 Regiane","07:55","08:35","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-12","Perfil ""U"" BR200 Regiane","08:37","09:40","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" BR200 Regiane","09:45","10:15","TU004","Retirada de Material","TU",""
"2025-11-12","Perfil ""U"" BR200 Regiane","10:15","10:25","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" BR200 Regiane","10:25","11:00","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-12","Perfil ""U"" BR200 Regiane","11:01","12:01","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-12","Perfil ""U"" BR200 Regiane","12:05","13:43","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" BR200 Regiane","13:45","14:05","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-12","Perfil ""U"" BR200 Regiane","14:10","14:40","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" BR200 Regiane","14:40","14:55","RE005","Regulagem-Problema Ferramental","RET",""
"2025-11-12","Perfil ""U"" BR200 Regiane","15:00","15:15","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" BR200 Regiane","15:15","15:30","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2025-11-12","Perfil ""U"" BR200 Regiane","15:35","15:50","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" BR200 Regiane","15:50","16:35","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-12","Perfil ""U"" BR200 Regiane","16:35","17:33","TU001","Produção","TU",""
"2025-11-14","Conformadora de Telhas","11:40","12:00","TU001","Produção","TU",""
"2025-11-14","Conformadora de Telhas","12:00","12:10","TU001","Produção","TU",""
"2025-11-14","Conformadora de Telhas","12:10","13:10","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2025-11-14","Conformadora de Telhas","14:20","15:00","TU001","Produção","TU",""
"2025-11-14","Conformadora de Telhas","07:30","08:50","TU001","Produção","TU",""
"2025-11-14","Conformadora de Telhas","08:50","09:50","TU001","Produção","TU",""
"2025-11-14","Conformadora de Telhas","09:50","10:10","TU001","Produção","TU",""
"2025-11-14","Conformadora de Telhas","10:10","10:40","TU001","Produção","TU",""
"2025-11-14","Conformadora de Telhas","10:40","11:40","TU001","Produção","TU",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","07:00","07:50","TU001","Produção","TU",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","07:50","08:20","TU001","Produção","TU",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","08:20","08:30","TU001","Produção","TU",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","08:30","09:20","TU001","Produção","TU",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","09:20","09:30","TU001","Produção","TU",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","09:30","09:40","TU001","Produção","TU",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","09:40","09:50","TU001","Produção","TU",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","09:50","10:40","TU001","Produção","TU",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","10:40","11:30","TU001","Produção","TU",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","11:30","12:10","TU001","Produção","TU",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","12:10","13:10","TU001","Produção","TU",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","13:10","14:00","TU001","Produção","TU",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","14:00","15:00","TU001","Produção","TU",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","15:00","15:20","TU001","Produção","TU",""
"2026-02-11","Perf. Telha Trapezoidal Marafon","08:30","08:40","TU001","Produção","TU",""
"2026-02-11","Perf. Telha Trapezoidal Marafon","08:40","09:30","TU001","Produção","TU",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","14:20","14:30","IN024","Aguardando equipamento compartilhado","IND",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","09:20","10:00","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-02-11","Perf. Telha Trapezoidal Marafon","09:30","09:50","TU001","Produção","TU",""
"2026-02-11","Perf. Telha Trapezoidal Marafon","09:50","10:20","TU001","Produção","TU",""
"2026-02-11","Perf. Telha Trapezoidal Marafon","10:20","10:40","TU001","Produção","TU",""
"2026-02-11","Perf. Telha Trapezoidal Marafon","10:40","12:10","TU001","Produção","TU",""
"2026-02-11","Perf. Telha Trapezoidal Marafon","12:10","13:10","TU001","Produção","TU",""
"2026-02-11","Perf. Telha Trapezoidal Marafon","13:10","14:30","TU001","Produção","TU",""
"2026-02-11","Perf. Telha Trapezoidal Marafon","14:30","15:10","TU001","Produção","TU",""
"2026-02-11","Perf. Telha Trapezoidal Marafon","15:10","16:48","TU001","Produção","TU",""
"2026-02-11","Perf. Telha Trapezoidal Marafon","07:00","08:30","TU001","Produção","TU",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","07:00","07:30","TU001","Produção","TU",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","07:30","07:40","TU001","Produção","TU",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","07:40","08:30","TU001","Produção","TU",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","08:30","09:20","TU001","Produção","TU",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","09:20","10:00","TU001","Produção","TU",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","10:00","10:30","TU001","Produção","TU",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","10:30","10:50","TU001","Produção","TU",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","10:50","11:10","TU001","Produção","TU",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","11:10","11:20","TU001","Produção","TU",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","11:20","11:30","TU001","Produção","TU",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","11:30","11:50","TU001","Produção","TU",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","11:50","12:10","TU001","Produção","TU",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","12:10","13:10","TU001","Produção","TU",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","13:10","13:50","TU001","Produção","TU",""
"2026-02-10","Perf. Telha Ondulada V8","13:50","14:20","TU001","Produção","TU",""
"2026-02-10","Perf. Telha Ondulada V8","14:20","15:00","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-02-10","Perf. Telha Ondulada V8","15:00","15:20","IN024","Aguardando equipamento compartilhado","IND",""
"2026-02-10","Perf. Telha Ondulada V8","15:20","16:48","TU001","Produção","TU",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","09:40","10:00","TU001","Produção","TU",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","10:00","12:10","TU001","Produção","TU",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","12:10","13:10","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","13:10","14:00","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","14:00","16:30","TU001","Produção","TU",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","16:30","16:48","TU001","Produção","TU",""
"2026-02-10","Perf. Telha Ondulada V8","07:00","09:00","TU001","Produção","TU",""
"2026-02-10","Perf. Telha Ondulada V8","09:00","09:40","TU001","Produção","TU",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","07:00","07:30","TU001","Produção","TU",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","07:30","08:00","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","08:00","08:30","TU001","Produção","TU",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","08:30","09:10","TU001","Produção","TU",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","09:10","09:50","TU001","Produção","TU",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","09:50","10:40","TU001","Produção","TU",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","10:40","11:10","TU001","Produção","TU",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","11:10","11:30","TU001","Produção","TU",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","11:30","11:40","TU001","Produção","TU",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","11:40","12:10","TU001","Produção","TU",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","12:10","13:10","TU006","Produção Velocidade Reduzida - Gargalo Desabastecimento","TU",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","13:10","13:20","TU001","Produção","TU",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","13:20","14:00","TU001","Produção","TU",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","14:00","14:20","TU001","Produção","TU",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","14:20","14:30","TU001","Produção","TU",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","14:30","15:30","TU001","Produção","TU",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","07:00","07:30","TU001","Produção","TU",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","07:30","08:00","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","08:00","09:50","TU001","Produção","TU",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","09:50","10:10","TU001","Produção","TU",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","10:10","10:30","TU001","Produção","TU",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","10:30","11:00","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","11:00","12:10","TU001","Produção","TU",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","12:10","13:10","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","13:10","13:40","TU001","Produção","TU",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","13:40","13:50","TU001","Produção","TU",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","13:50","14:20","TU001","Produção","TU",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","14:20","14:50","TU001","Produção","TU",""
"2026-02-04","Perf. Telha Trapezoidal Marafon","07:00","08:00","TU001","Produção","TU",""
"2026-02-04","Perf. Telha Trapezoidal Marafon","08:00","08:30","TU001","Produção","TU",""
"2026-02-04","Perf. Telha Trapezoidal Marafon","08:30","08:50","TU001","Produção","TU",""
"2026-02-04","Perf. Telha Trapezoidal Marafon","08:50","09:00","TU001","Produção","TU",""
"2026-02-04","Perf. Telha Trapezoidal Marafon","10:30","11:00","TU001","Produção","TU",""
"2026-02-04","Perf. Telha Trapezoidal Marafon","11:00","11:30","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-02-04","Perf. Telha Trapezoidal Marafon","11:30","12:10","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-02-04","Perf. Telha Trapezoidal Marafon","12:10","13:10","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-02-04","Perf. Telha Trapezoidal Marafon","11:00","11:30","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-02-04","Perf. Telha Trapezoidal Marafon","12:10","13:10","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-04","Perf. Telha Trapezoidal Marafon","13:10","16:48","TU001","Produção","TU",""
"2026-02-04","Perf. Telha Trapezoidal Marafon","09:00","10:10","TU001","Produção","TU",""
"2026-02-04","Perf. Telha Trapezoidal Marafon","10:10","10:30","IN024","Aguardando equipamento compartilhado","IND",""
"2026-02-04","Perf. Telha Ondulada V8","09:00","10:10","TU001","Produção","TU",""
"2026-02-04","Perf. Telha Ondulada V8","10:10","10:30","IN024","Aguardando equipamento compartilhado","IND",""
"2026-02-04","Perf. Telha Ondulada V8","15:00","15:20","TU001","Produção","TU",""
"2026-02-04","Perf. Telha Ondulada V8","15:20","15:30","TU001","Produção","TU",""
"2026-02-04","Perf. Telha Ondulada V8","15:30","16:48","TU001","Produção","TU",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","07:00","07:30","TU001","Produção","TU",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","07:30","08:40","TU001","Produção","TU",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","08:40","09:10","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","09:10","09:40","TU001","Produção","TU",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","09:40","10:30","TU001","Produção","TU",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","10:30","11:00","TU001","Produção","TU",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","11:00","11:20","TU001","Produção","TU",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","11:20","12:10","TU001","Produção","TU",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","12:10","13:10","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","13:10","13:30","TU001","Produção","TU",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","13:30","13:50","TU001","Produção","TU",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","13:50","14:20","TU001","Produção","TU",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","14:20","14:50","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","14:50","16:48","TU001","Produção","TU",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","07:00","08:00","TU001","Produção","TU",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","08:00","08:20","TU001","Produção","TU",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","08:20","08:50","TU001","Produção","TU",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","08:50","09:00","TU001","Produção","TU",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","09:00","09:20","TU001","Produção","TU",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","09:20","10:00","TU001","Produção","TU",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","10:00","10:30","TU001","Produção","TU",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","10:30","11:10","TU001","Produção","TU",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","11:10","12:10","TU001","Produção","TU",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","12:10","13:10","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","13:10","13:50","TU001","Produção","TU",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","13:50","14:30","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","14:30","16:48","TU001","Produção","TU",""
"2026-02-13","Perf. Telha Trapezoidal Marafon","07:00","09:30","TU001","Produção","TU",""
"2026-02-13","Perf. Telha Trapezoidal Marafon","09:30","10:10","TU001","Produção","TU",""
"2026-02-13","Perf. Telha Trapezoidal Marafon","10:10","10:30","TU001","Produção","TU",""
"2026-02-13","Perf. Telha Trapezoidal Marafon","10:30","11:00","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-02-13","Perf. Telha Trapezoidal Marafon","11:00","11:20","TU001","Produção","TU",""
"2026-02-13","Perf. Telha Trapezoidal Marafon","11:20","12:10","TU001","Produção","TU",""
"2026-02-13","Perf. Telha Trapezoidal Marafon","12:10","13:10","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-13","Perf. Telha Trapezoidal Marafon","13:10","13:30","TU001","Produção","TU",""
"2026-02-13","Perf. Telha Trapezoidal Marafon","13:30","13:40","TU001","Produção","TU",""
"2026-02-13","Perf. Telha Trapezoidal Marafon","13:40","16:48","TU001","Produção","TU",""
"2026-02-18","Perf. Telha Ondulada V8","07:00","07:20","TU001","Produção","TU",""
"2026-02-18","Perf. Telha Ondulada V8","07:20","07:50","TU001","Produção","TU",""
"2026-02-18","Perf. Telha Ondulada V8","07:20","07:50","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-02-18","Perf. Telha Ondulada V8","07:50","09:20","TU001","Produção","TU",""
"2026-02-18","Perf. Telha Ondulada V8","09:20","09:40","TU001","Produção","TU",""
"2026-02-18","Perf. Telha Ondulada V8","11:30","12:10","TU001","Produção","TU",""
"2026-02-18","Perf. Telha Ondulada V8","12:10","13:10","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-18","Perf. Telha Ondulada V8","13:10","13:50","TU001","Produção","TU",""
"2026-02-18","Perf. Telha Ondulada V8","13:50","14:10","TU001","Produção","TU",""
"2026-03-16","Rodadeira 02","11:30","12:30","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-03-16","Rodadeira 02","12:30","16:50","TU001","Produção","TU",""
"2026-03-13","Prensa Recorte 02","07:00","07:12","IN038","Aguardando a entrega de EPI","IND",""
"2026-03-13","Prensa Recorte 02","07:12","11:30","TU001","Produção","TU",""
"2026-03-13","Prensa Recorte 02","11:30","12:30","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-03-13","Prensa Recorte 02","12:30","16:48","TU001","Produção","TU",""
"2026-03-17","Prensa Debrum 03","07:00","08:00","RE005","Regulagem-Problema Ferramental","RET",""
"2026-03-17","Prensa Debrum 03","08:00","11:30","IN033","Revezamento","IND",""
"2026-03-17","Prensa Debrum 03","11:30","12:30","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-03-17","Prensa Debrum 03","12:30","15:00","TU001","Produção","TU",""
"2026-03-17","Prensa Debrum 03","15:00","15:05","TU004","Retirada de Material","TU",""
"2026-03-17","Prensa Debrum 03","15:05","16:00","TU001","Produção","TU",""
"2026-03-17","Prensa Debrum 03","16:00","16:48","RE005","Regulagem-Problema Ferramental","RET",""
"2026-03-17","Prensa Recorte 01","07:00","07:10","IN038","Aguardando a entrega de EPI","IND",""
"2026-03-17","Prensa Recorte 01","07:10","08:10","TU001","Produção","TU",""
"2026-03-17","Prensa Recorte 01","08:10","08:15","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-03-17","Prensa Recorte 01","08:15","08:40","TU001","Produção","TU",""
"2026-03-17","Prensa Recorte 01","08:40","08:50","TU004","Retirada de Material","TU",""
"2026-03-17","Prensa Recorte 01","08:50","09:30","TU001","Produção","TU",""
"2026-03-17","Prensa Recorte 01","09:30","09:35","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-03-17","Prensa Recorte 01","09:35","10:30","TU001","Produção","TU",""
"2026-03-17","Prensa Recorte 01","10:30","10:35","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-03-17","Prensa Recorte 01","10:35","11:30","TU001","Produção","TU",""
"2026-03-17","Prensa Recorte 01","11:30","12:30","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-03-17","Prensa Recorte 01","12:30","13:10","TU001","Produção","TU",""
"2026-03-17","Prensa Recorte 01","13:10","13:15","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-03-17","Prensa Recorte 01","14:00","14:05","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-03-17","Prensa Recorte 01","15:00","15:05","TU002","Carregamento de bobina/matéria prima","IND",""
